00933-20210814-1-LL1;MADLL1;;Delivery Point 1;JOSE ANTONIO DE ARMONA 22;MADRID;28012;ES;;;;Drop off;40.4045559,-3.695711;;;;28004;00:03:00;;2
01702-20210814-1-LL1;MADLL1;;Delivery Point 2;PEZ,25;MADRID;28004;ES;;;;Drop off;40.424059,-3.7084433;;;;28004;00:03:00;;4
02028-20210814-1-LL1;MADLL1;;Delivery Point 3;GUTEMBERG, 20;MADRID;28014;ES;;;;Drop off;40.4062808,-3.6805233;;;;28004;00:03:00;;1
03719-20210814-1-LL1;MADLL1;;Delivery Point 4;ATOCHA, 46;MADRID;28012;ES;;;;Drop off;40.4125418,-3.7018591;;;;28004;00:03:00;;2
04390-20210814-1-LL1;MADLL1;;Delivery Point 5;DUQUE DE RIVAS 3;MADRID;28012;ES;;;;Drop off;40.4125499,-3.7018591;;;;28004;00:03:00;;3
